alpha_2,region,,flag,大洲:,origin name,Let's Go,,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
JM,牙买加,其他,https://www.fluentpython.com/data/flags/jm/jm.gif,北美,JM,0,0,81508776,163017552,163017552,244526328,244526328,489052656,652070208,815087760,815087760,937350924,1018859700,1018859700,1059614088,1181877252,1304140416,1344894804,1344894804,1467157968,1467157968,1670929908,1711684296,2159982564,2404508892,2445263280,2812052772,2934315936,3015824712,3341859816,3504877368,3993930024,4442228292,4686754620,4931280948,5338824828,5746368708,6276175752,6928245960,7091263512,7539561780,7702579332,8313895152,8843702196,9047474136,9414263628,9699544344,10351614552,10962930372,11288965476,12104053236,12674614668,13530456816,14386298964,15405158664,16261000812,17116842960,17728158780,19073053584,20295685224,22048123908,24167352084,26449597812,28446562824,29832212016,31543896312,33622370100,35089528068,37086493080,39531756360,41610230148,43566440772,44829826800,46460002320,47641879572,49353563868,51106002552,53184476340,55140686964,56607844932,58441792392,60071967912,61824406596,63658354056,65247775188,66796441932,68834161332,71197915836,73398652788,76536740664,79430302212,82690653252,85258179696,88600039512,91452846672,94509425772,97810531200,100500320808,103027092864,106328198292,109710812496,113256444252,117250374276,120836760420,124912199220,128172550260,131595918852,135182304996,138768691140,142599603612,146063726592,148508989872,151076516316
ID,印度尼西亚,其他,https://www.fluentpython.com/data/flags/id/id.gif,亚洲,ID,0,0,40754388,81508776,122263164,163017552,203771940,366789492,570561432,692824596,855842148,1018859700,1181877252,1304140416,1426403580,1630175520,1956210624,2363754504,2730543996,3097333488,3464122980,3830912472,4156947576,4482982680,4849772172,5257316052,5664859932,6031649424,6398438916,6765228408,7335789840,7987860048,8639930256,9047474136,9536526792,9944070672,10392368940,11248211088,12022544460,12715369056,13448948040,14223281412,15486667440,16627790304,17565141228,18257965824,18991544808,20254930836,21273790536,22700194116,24045088920,26205071484,27957510168,29913720792,32114457744,34233685920,35945370216,37331019408,39287230032,40917405552,42506826684,44748318024,46582265484,48416212944,50209406016,52206371028,54936915024,57545195856,59338388928,61376108328,63332318952,65084757636,66796441932,68997178884,70871880732,72542810640,73969214220,76129196784,78207670572,80693688240,82649898864,84076302444,85298934084,86643828888,87947969304,89537390436,91167565956,93001513416,94835460876,97280724156,100052022540,104127461340,107591584320,111340988016,114601339056,117657918156,120469970928,123363532476,125849550144,128172550260,130251024048,132411006612,134611743564,137383041948,139380006960,140969428092,142640358000,144189024744,145574673936,147164095068,148305217932,149324077632,150465200496
MK,北马其顿,其他,https://www.fluentpython.com/data/flags/mk/mk.gif,欧洲,MK,0,0,0,40754388,40754388,122263164,122263164,203771940,285280716,326035104,366789492,448298268,529807044,529807044,692824596,733578984,774333372,815087760,978105312,1141122864,1222631640,1385649192,1630175520,1670929908,1874701848,1996965012,2200736952,2323000116,2445263280,2649035220,2771298384,3056579100,3341859816,3464122980,3627140532,3912421248,4116193188,4401473904,4931280948,5257316052,5461087992,5868631872,6194666976,6642965244,7213526676,7498807392,7865596884,8639930256,9210491688,9903316284,10229351388,11166702312,12063298848,13571211204,14793842844,16750053468,17768913168,19236071136,20254930836,21151527372,22740948504,25063948620,27142422408,28935615480,31136352432,33663124488,36149142156,38920440540,40632124836,44137002204,47315844468,50005634076,52043353476,54814651860,57259915140,59908950360,62191196088,64677213756,67081722648,70097547360,72583565028,75354863412,76985038932,79267284660,81590284776,84361583160,86847600828,89415127272,92104916880,94998478428,97973548752,102048987552,104779531548,107754601872,110566654644,113134181088,114805110996,117046602336,119899409496,122426181552,124423146564,126827655456,129069146796,132166480284,134326462848,136853234904,138850199916,140521129824,142029042180,144066761580,146349007308,147897674052,149894639064
RU,俄罗斯,其他,https://www.fluentpython.com/data/flags/ru/ru.gif,欧洲,RU,0,0,40754388,81508776,122263164,163017552,203771940,244526328,326035104,366789492,448298268,529807044,611315820,692824596,733578984,815087760,896596536,978105312,1100368476,1263386028,1385649192,1548666744,1670929908,1793193072,1915456236,2037719400,2200736952,2363754504,2526772056,2689789608,2934315936,3178842264,3464122980,3790158084,4034684412,4279210740,4605245844,5053544112,5501842380,5950140648,6398438916,6887491572,7621070556,8313895152,8925210972,9577281180,10147842612,10881421596,11615000580,12389333952,13245176100,14304790188,15364404276,16301755200,17442878064,18624755316,19928895732,21273790536,22781702892,24208106472,25797527604,27549966288,29424668136,31136352432,32848036728,34600475412,36923475528,39001949316,41039668716,43851721488,45970949664,48008669064,49964879688,52736178072,56037283500,59093862600,62068932924,65818336620,69363968376,73439407176,77474091588,81386512836,83791021728,86358548172,88681548288,91167565956,94468671384,97810531200,100744847136,103597654296,106246689516,109181005452,111504005568,114316058340,116231514576,118065462036,119980918272,121814865732,123526550028,125115971160,126746146680,128213304648,130006497720,131799690792,133715147028,135508340100,137138515620,138768691140,140480375436,142110550956,143822235252,145533919548,147082586292
CR,哥斯达黎加,其他,https://www.fluentpython.com/data/flags/cr/cr.gif,北美,CR,0,0,0,0,0,0,0,0,40754388,40754388,81508776,81508776,122263164,163017552,203771940,244526328,326035104,366789492,489052656,529807044,570561432,652070208,733578984,815087760,896596536,1018859700,1141122864,1222631640,1304140416,1426403580,1548666744,1711684296,1874701848,1996965012,2200736952,2363754504,2608280832,2975070324,3341859816,3627140532,3953175636,4197701964,4605245844,4972035336,5379579216,5705614320,6153912588,6765228408,7621070556,8395403928,9169737300,10066333836,10922175984,11859526908,12959895384,14223281412,15445913052,16709299080,18420983376,20010404508,22088878296,24493387188,26571860976,28568825988,30647299776,32644264788,35334054396,37616300124,40020809016,42547581072,45033598740,47315844468,49761107748,52410142968,54773897472,56974634424,58727073108,61090827612,63495336504,65329283964,67326248976,69078687660,70545845628,72053757984,73765442280,75477126576,77718617916,79634074152,81386512836,83587249788,85543460412,88070232468,90189460644,92838495864,95406022308,98055057528,100663338360,103679163072,106083671964,108202900140,110851935360,113337953028,116761321620,120836760420,123200514924,125401251876,128213304648,130903094256,133633638252,136608708576,139502270124,142803375552,145982217816
LY,利比亚,其他,https://www.fluentpython.com/data/flags/ly/ly.gif,非洲,LY,0,0,81508776,122263164,203771940,203771940,244526328,244526328,326035104,407543880,529807044,570561432,570561432,611315820,652070208,774333372,815087760,855842148,896596536,978105312,1100368476,1222631640,1385649192,1507912356,1630175520,1874701848,2119228176,2200736952,2241491340,2445263280,2649035220,3097333488,3423368592,3586386144,3871666860,4034684412,4197701964,4523737068,4768263396,5012789724,5338824828,5664859932,6113158200,6683719632,7172772288,7621070556,8150877600,9006719748,9577281180,10107088224,10555386492,11411228640,12226316400,13163667324,14060263860,14956860396,15690439380,16342509588,17035334184,17972685108,18706264092,19358334300,19969650120,20784737880,21885106356,22903966056,24493387188,25919790768,27142422408,28528071600,29913720792,31258615596,32766527952,34274440308,35619335112,37331019408,38838931764,40754388000,43199651280,45481897008,47397353244,49842616524,52206371028,54570125532,56730108096,58645564332,60764792508,63332318952,65777582232,68874915720,72013003596,75558635352,79185775884,82649898864,85910249904,88518530736,91778881776,94957724040,97973548752,100989373464,103964443788,106939514112,111014952912,114071532012,117983953260,121285058688,125238234324,129191409960,132859304880,136201164696,139420761348,142232814120,144881849340
AM,亚美尼亚,其他,https://www.fluentpython.com/data/flags/am/am.gif,亚洲,AM,0,0,0,0,0,40754388,81508776,122263164,163017552,203771940,203771940,244526328,285280716,326035104,326035104,366789492,448298268,570561432,652070208,774333372,896596536,937350924,1018859700,1141122864,1181877252,1263386028,1385649192,1467157968,1589421132,1670929908,1874701848,2282245728,2649035220,2852807160,3341859816,3749403696,4034684412,4523737068,4849772172,5053544112,5542596768,6031649424,6765228408,7580316168,8843702196,9740298732,10596140880,11778018132,12796877832,14182527024,15486667440,16994579796,18339474600,19480597464,20825492268,22211141460,23678299428,25226966172,26897896080,28161282108,29424668136,31177106820,32440492848,33703878876,35252545620,36638194812,38757422988,40754388000,42832861788,45400388232,47193581304,48619984884,50005634076,51676563984,53388248280,55222195740,56974634424,59216125764,60968564448,63699108444,66103617336,68834161332,70668108792,72339038700,74009968608,76047688008,78126161796,80082372420,82364618148,84646863876,87173635932,90026443092,93083022192,96547145172,100052022540,103597654296,107061777276,109792321272,112604374044,115294163652,118391497140,120999777972,123241269312,126053322084,128580094140,131147620584,133470620700,135386076936,137505305112,139583778900,141417726360,142844129940,144555814236
JO,约旦,其他,https://www.fluentpython.com/data/flags/jo/jo.gif,亚洲,JO,0,0,0,0,0,0,40754388,81508776,122263164,203771940,244526328,326035104,407543880,448298268,489052656,529807044,611315820,692824596,774333372,774333372,855842148,937350924,1018859700,1141122864,1181877252,1263386028,1385649192,1467157968,1630175520,1833947460,2078473788,2282245728,2526772056,2812052772,3015824712,3178842264,3464122980,3790158084,4116193188,4401473904,4768263396,5135052888,5624105544,6113158200,6642965244,7050509124,7376544228,8069368824,8599175868,9169737300,9781053120,10555386492,11166702312,11737263744,12389333952,13204421712,14141772636,15119877948,16179492036,16953825408,17728158780,18869281644,20010404508,20866246656,21722088804,22740948504,23841316980,25389983724,26775632916,28365054048,29709948852,31136352432,32522001624,33907650816,35700843888,37127247468,38635159824,40550616060,42629089848,45155861904,47478862020,50046388464,52043353476,54488616756,56811616872,58890090660,61253845164,63658354056,66348143664,69078687660,71972249208,76006933620,79511810988,83179705908,86358548172,90067197480,93857355564,97280724156,100541075196,104005198176,107550829932,110974198524,114927374160,119002812960,123037497372,126501620352,129435936288,132288743448,134611743564,137097761232,139909814004,141947533404,144066761580
YE,也门,其他,https://www.fluentpython.com/data/flags/ye/ye.gif,亚洲,YE,0,0,81508776,163017552,163017552,244526328,244526328,285280716,366789492,366789492,489052656,529807044,692824596,815087760,896596536,937350924,978105312,1059614088,1141122864,1467157968,1467157968,1589421132,1752438684,1996965012,2119228176,2282245728,2608280832,2689789608,2812052772,2975070324,3219596652,3586386144,3790158084,4116193188,4482982680,4686754620,4727509008,5135052888,5420333604,5868631872,6276175752,6561456468,6805982796,7050509124,7458053004,7824842496,8150877600,8721439032,9414263628,9984825060,10473877716,11370474252,11941035684,12552351504,13163667324,13774983144,14508562128,15608930604,16464772752,17402123676,18135702660,19032299196,19969650120,20784737880,21559071252,22374159012,23882071368,25023194232,25919790768,27346194348,28405808436,29628440076,30973334880,32195966520,33377843772,35211791232,36515931648,38635159824,40998914328,42914370564,45970949664,48008669064,49964879688,53429002668,55996529112,58645564332,61416862716,63780617220,67122477036,69812266644,72828091356,76332968724,79348793436,82649898864,86521565724,89455881660,92227180044,94998478428,98177320692,101682198060,104901794712,108977233512,111993058224,115375672428,119165830512,122629953492,126297848412,129761971392,132288743448,136201164696,138850199916,141213954420,143862989640
CO,哥伦比亚,其他,https://www.fluentpython.com/data/flags/co/co.gif,南美,CO,0,0,0,40754388,81508776,81508776,122263164,163017552,203771940,244526328,285280716,326035104,366789492,407543880,448298268,489052656,570561432,652070208,692824596,774333372,815087760,896596536,978105312,1059614088,1141122864,1263386028,1385649192,1467157968,1548666744,1630175520,1752438684,1915456236,2037719400,2159982564,2282245728,2404508892,2567526444,2852807160,3097333488,3260351040,3464122980,3667894920,3953175636,4238456352,4564491456,4809017784,5094298500,5583351156,6113158200,6805982796,7376544228,7987860048,8639930256,9332754852,10188597000,11166702312,12063298848,12919140996,14060263860,15160632336,16627790304,18502492152,20377194000,21681334416,23270755548,24860176680,26938650468,28935615480,30891826104,32970299892,34967264904,36923475528,38920440540,41324949432,43770212712,45807932112,47601125184,49720353360,51758072760,53918055324,55874265948,57708213408,59256880152,60805546896,62435722416,64432687428,66511161216,68222845512,69934529808,72094512372,74172986160,76740512604,79185775884,81916319880,84565355100,87458916648,90515495748,93449811684,96221110068,98829390900,102008233164,105309338592,109384777392,113093426700,116516795292,119736391944,123119006148,126338602800,129802725780,133755901416,137220024396,140398866660,143496200148
